token_urn	surface_form	normalized_form	reason
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	New Testament: Mark	New Testament: Mark	no_match_in_morph_dict
urn	urn:cite2:cex:fufolio.2026:nt_mark	urn:cite2:cex:fufolio.2026:nt_mark	no_match_in_morph_dict
license	CC Share Alike. For details, see more info.	CC Share Alike. For details, see more info.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:	chapter/verse	chapter/verse	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.title.token2	Μάρκαν	Μάρκαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.2.token5	Ἠσαίᾳ	Ἠσαίᾳ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.4.token2	Ἰωάνης	Ἰωάνης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.5.token11	Ἰεροσολυμεῖται	Ἰεροσολυμεῖται	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.5.token20	Ἰορδάνῃ	Ἰορδάνῃ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.6.token4	Ἰωάνης	Ἰωάνης	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.9.token10	Ναζαρὲτ	Ναζαρέτ	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.9.token12	Γαλιλαίας	Γαλιλαίας	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.9.token17	Ἰορδάνην	Ἰορδάνην	no_match_in_morph_dict
urn:cts:greekLit:tlg0031.tlg002.wh:1.9.token19	Ἰωάνου	Ἰωάνου	no_match_in_morph_dict
