token_urn	surface_form	normalized_form	reason
	!cexversion	!cexversion	no_match_in_morph_dict
	!citelibrary	!citelibrary	no_match_in_morph_dict
name	CEX Library created by CEXWriter	CEX Library created by CEXWriter	no_match_in_morph_dict
urn	urn:cite2:cex:TEMPCOLL.TEMPVERSION:TEMPID	urn:cite2:cex:TEMPCOLL.TEMPVERSION:TEMPID	no_match_in_morph_dict
license	Public Domain.	Public Domain.	no_match_in_morph_dict
	!ctscatalog	!ctscatalog	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu.token:	line/speech/speaker/token,line/speech/text/token	line/speech/speaker/token,line/speech/text/token	no_match_in_morph_dict
urn	citationScheme	citationScheme	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:	book/section/paragraph	book/section/paragraph	no_match_in_morph_dict
	!ctsdata	!ctsdata	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.1.1.token.1	Θουκυδίδης	Θουκυδίδης	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.2.3.token.1	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.2.3.token.20	Βοιωτία	Βοιωτία	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.3.2.token.18	Δευκαλίωνος	Δευκαλίωνος	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.3.2.token.51	Φθιώτιδι	Φθιώτιδι	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.3.3.token.3	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.3.3.token.27	Φθιώτιδος	Φθιώτιδος	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.5.3.token.24	Αἰτωλοὺς	Αἰτωλούς	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.6.1.token.19	ξυνήθη	ξυνήθη	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.6.3.token.52	Ἰώνων	Ἰώνων	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.6.4.token.11	Λακεδαιμόνιοι	Λακεδαιμόνιοι	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.6.4.token.25	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.6.5.token.50	μάλιστα	μάλιστα	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.6.5.token.52	Ἀσιανοῖς	Ἀσιανοῖς	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.7.1.token.46	ἀντίσχουσαν	ἀντίσχουσαν	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.8.1.token.43	τεθνεώτων	τεθνεώτων	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.9.1.token.13	Τυνδάρεω	Τυνδάρεω	no_match_in_morph_dict
urn:cts:greekLit:tlg0003.tlg001.fu:1.9.2.token.48	Εὐρυσθέως	Εὐρυσθέως	no_match_in_morph_dict
