urn:cts:greekLit:tlg0019.tlg009.fu.sp:46.1.text.token.1	ὁρῶν	o(rw=n	ὁράω	o(ra/w	urn:cite2:hmt:lsj.chicago_md:n74735	v-sppamn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:46.1.text.token.2	λεοντῆν	leonth=n	λεοντέη	leonte/h	urn:cite2:hmt:lsj.chicago_md:n62388	n-s---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:46.1.text.token.3	ἐπί	e)pi/	ἐπί	e)pi/	urn:cite2:hmt:lsj.chicago_md:n38862	r--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:46.1.text.token.4	κροκωτῷ	krokwtw=|	κροκωτός	krokwto/s	urn:cite2:hmt:lsj.chicago_md:n60106	a-s---md-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:46.1.text.token.5	κειμένην	keime/nhn	κεῖμαι	kei=mai	urn:cite2:hmt:lsj.chicago_md:n56393	v-sppefa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.1	τίς	ti/s	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.2	ὁ	o(	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.3	νοῦς	nou=s	νόος	no/os	urn:cite2:hmt:lsj.chicago_md:n71023	n-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.5	τί	ti/	τίς	ti/s	urn:cite2:hmt:lsj.chicago_md:n104051a	n-s---na-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.6	κόθορνος	ko/qornos	κόθορνος	ko/qornos	urn:cite2:hmt:lsj.chicago_md:n58298	n-s---mn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.7	καί	kai/	καί	kai/	urn:cite2:hmt:lsj.chicago_md:n51951	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.8	ῥόπαλον	r(o/palon	ῥόπαλον	r(o/palon	urn:cite2:hmt:lsj.chicago_md:n92706	n-s---nn-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:47.1.text.token.9	ξυνηλθέτην	cunhlqe/thn	συνέρχομαι	sune/rxomai	urn:cite2:hmt:lsj.chicago_md:n100410	v3daia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:48.1.text.token.1	ποῖ	poi=	ποῖ	poi=	urn:cite2:hmt:lsj.chicago_md:n84227	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:48.1.text.token.2	γῆς	gh=s	γῆ	gh=	urn:cite2:hmt:lsj.chicago_md:n22100	n-s---fg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:48.1.text.token.3	ἀπεδήμεις	a)pedh/meis	ἀποδημέω	a)podhme/w	urn:cite2:hmt:lsj.chicago_md:n12454	v2siia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:48.2.text.token.1	ἐπεβάτευον	e)peba/teuon	ἐπιβατεύω	e)pibateu/w	urn:cite2:hmt:lsj.chicago_md:n38895	v1siia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:49.1.text.token.1	κἀναυμάχησας	ka)nauma/xhsas	ναυμαχέω	naumaxe/w	urn:cite2:hmt:lsj.chicago_md:n69836	v2saia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:49.2.text.token.1	καί	kai/	καί	kai/	urn:cite2:hmt:lsj.chicago_md:n51951	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:49.2.text.token.2	κατεδύσαμέν	katedu/same/n	κατά-δύω1	kata/-du/w	urn:cite2:hmt:lsj.chicago_md:n53956	v1paia---
urn:cts:greekLit:tlg0019.tlg009.fu.sp:49.2.text.token.3	γε	ge	γε	ge	urn:cite2:hmt:lsj.chicago_md:n21705	g--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:49.2.text.token.4	ναῦς	nau=s	ναῦς	nau=s	urn:cite2:hmt:lsj.chicago_md:n69863	n-p----a-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.1	τῶν	tw=n	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.2	πολεμίων	polemi/wn	πολέμιος	pole/mios	urn:cite2:hmt:lsj.chicago_md:n84422	a-p---fg-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.3	ἤ	h)/	ἤ1	h)/	urn:cite2:hmt:lsj.chicago_md:n46568	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.4	δώδεκ’	dw/dek'	δώδεκα	dw/deka	urn:cite2:hmt:lsj.chicago_md:n29698	m--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.5	ἤ	h)/	ἤ1	h)/	urn:cite2:hmt:lsj.chicago_md:n46568	c--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.6	τρεῖς	trei=s	τρεῖς	trei=s	urn:cite2:hmt:lsj.chicago_md:n104655	m-p---fa-
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.7	καὶ	kai\	καὶ	kai\	urn:cite2:hmt:lsj.chicago_md:n51951	d--------
urn:cts:greekLit:tlg0019.tlg009.fu.sp:50.1.text.token.8	δέκα	de/ka	δέκα	de/ka	urn:cite2:hmt:lsj.chicago_md:n23799	m--------
